model,keypad,row,physical_key,access,prefix_color,function,description,keyboard_printed_page,keyboard_pdf_page,function_printed_pages,function_pdf_pages,manual_pdf
HP-50g,,8,4,none,,4,digit 4,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,4,left,white,CALC,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,4,right,orange,ALG,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,5,none,,5,digit 5,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,5,left,white,MATRICES,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,5,right,orange,STAT,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,6,none,,6,digit 6,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,6,left,white,CONVERT,convert between compatible units,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,6,right,orange,UNITS,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,−,none,,−,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,−,left,white,( ),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,8,−,right,orange,_ (underscore),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,→ (right-shift key),none,,→ (right-shift key),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,1,none,,1,digit 1,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,1,left,white,ARITH,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,1,right,orange,CMPLX,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,2,none,,2,digit 2,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,2,left,white,DEF,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,2,right,orange,LIB,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,3,none,,3,digit 3,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,3,left,white,#,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,3,right,orange,BASE,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,+,none,,+,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,+,left,white,{ },,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,9,+,right,orange,«  »,program delimiters,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,ON,none,,ON,power on/off,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,ON,left,white,CONT,continue a halted program,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,ON,right,orange,OFF,power on/off,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,0,none,,0,digit 0,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,0,left,white,∞,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,0,right,orange,→,bind local variables,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,. (decimal),none,,. (decimal),,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,. (decimal),left,white,::,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,. (decimal),right,orange,↵,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,SPC,none,,SPC,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,SPC,left,white,π,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,SPC,right,orange,", (comma)",,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,ENTER,none,,ENTER,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,ENTER,left,white,ANS,,1–11,40,,,hp/manuals/HP-50g.pdf
HP-50g,,10,ENTER,right,orange,→NUM,evaluate to a number,1–11,40,,,hp/manuals/HP-50g.pdf
HP-35s,,1,R/S,none,,R/S,runs or stops a program (STOP),1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,R/S,left,yellow,FN=,selects a program label as the current function,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,R/S,right,blue,PRGM,toggles program-entry mode,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,R/S,alpha,,A,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,GTO,none,,GTO,branches the program pointer to a label/line,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,GTO,left,yellow,ISG,increment-and-skip-if-greater loop counter,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,GTO,right,blue,DSE,decrement-and-skip-if-less-or-equal loop counter,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,GTO,alpha,,B,y-intercept of the regression line,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,XEQ,none,,XEQ,executes a labelled program,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,XEQ,left,yellow,RTN,returns from a routine or ends a program,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,XEQ,right,blue,LBL,labels a program routine,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,XEQ,alpha,,C,sets the maximum fraction denominator,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,MODE,none,,MODE,opens the operating/angular mode menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,MODE,left,yellow,x?y,opens the x-versus-y comparison menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,MODE,right,blue,x?0,opens the x-versus-zero comparison menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,MODE,alpha,,D,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,▲ (up),none,,▲ (up),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,1,▲ (up),left,yellow,FLAGS,opens the set/clear/test flag menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,RCL,none,,RCL,recalls a variable into x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,RCL,left,yellow,x≤?,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,RCL,right,blue,STO,stores x into a named variable,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,R↓,none,,R↓,rolls stack down (t→z→y→x→t),1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,R↓,left,yellow,VIEW,shows a variable's value without recalling it,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,R↓,right,blue,R↑,rolls stack up (t←z←y←x←t),1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,R↓,alpha,,E,begins exponent-of-ten entry,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,x↔y,none,,x↔y,swaps the X and Y registers,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,x↔y,left,yellow,INPUT,prompts for and stores a variable,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,x↔y,right,blue,PSE,briefly pauses to show a value,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,x↔y,alpha,,F,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,i,none,,i,imaginary-part separator for entry,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,i,left,yellow,ARG,argument (angle) of a complex number,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,i,right,blue,θ,polar angle separator for entry,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,i,alpha,,G,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,◄ (left),none,,◄ (left),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,◄ (left),left,yellow,DISPLAY,opens the number-format menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,► (right),none,,► (right),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,2,► (right),left,yellow,CONST,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,SIN,none,,SIN,sine of x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,SIN,left,yellow,HYP,hyperbolic prefix for next trig key,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,SIN,right,blue,ASIN,inverse sine,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,SIN,alpha,,H,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,COS,none,,COS,cosine of x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,COS,left,yellow,π,inserts pi to 12 digits,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,COS,right,blue,ACOS,inverse cosine,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,COS,alpha,,I,imaginary-part separator for entry,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,TAN,none,,TAN,tangent of x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,TAN,left,yellow,INTG,greatest integer not exceeding x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,TAN,right,blue,ATAN,inverse tangent,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,TAN,alpha,,J,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,√x,none,,√x,square root of x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,√x,left,yellow,x√y,the x-th root of y,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,√x,right,blue,x²,squares x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,√x,alpha,,K,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,yˣ,none,,yˣ,raises y to the x power,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,yˣ,left,yellow,LOG,common (base-10) logarithm,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,yˣ,right,blue,LN,natural logarithm,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,yˣ,alpha,,L,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,1/x,none,,1/x,reciprocal of x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,1/x,left,yellow,10ˣ,common (base-10) exponential,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,1/x,right,blue,eˣ,natural exponential,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,1/x,alpha,,M,slope of the regression line,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,▼ (down),none,,▼ (down),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,3,▼ (down),left,yellow,MEM,shows free memory and catalog menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,ENTER,none,,ENTER,"pushes x up, duplicating it into y",1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,ENTER,left,yellow,SHOW,shows full 12-digit mantissa or checksum,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,ENTER,right,blue,LASTx,recalls the last-x value,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,+/−,none,,+/−,changes the sign of x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,+/−,left,yellow,=,evaluates the displayed equation,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,+/−,right,blue,ABS,absolute value of x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,+/−,alpha,,N,count of accumulated data pairs,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,E (exponent),none,,E (exponent),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,E (exponent),left,yellow,←ENG,shifts exponent display down by three,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,E (exponent),right,blue,RND,rounds x to the current display format,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,E (exponent),alpha,,O,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,( ),none,,( ),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,( ),left,yellow,ENG→,shifts exponent display up by three,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,( ),right,blue,[ ],begins a 2-D or 3-D vector entry,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,( ),alpha,,P,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,← (backspace),none,,← (backspace),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,← (backspace),left,yellow,UNDO,restores the last cleared or changed entry,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,4,← (backspace),right,blue,CLEAR,opens the clear-memory menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,EQN,none,,EQN,enters or leaves equation-entry mode,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,EQN,left,yellow,∫ (integral),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,EQN,right,blue,SOLVE,solves the current equation for a variable,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,EQN,alpha,,Q,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,7,none,,7,digit 7,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,7,left,yellow,→°F,converts Celsius to Fahrenheit,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,7,right,blue,→°C,converts Fahrenheit to Celsius,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,7,alpha,,R,correlation coefficient,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,8,none,,8,digit 8,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,8,left,yellow,HMS→,converts H.MMSS to decimal hours,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,8,right,blue,→HMS,converts decimal hours to H.MMSS,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,8,alpha,,S,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,9,none,,9,digit 9,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,9,left,yellow,→RAD,converts degrees to radians,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,9,right,blue,→DEG,converts radians to degrees,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,9,alpha,,T,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,÷,none,,÷,division,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,÷,left,yellow,%CHG,percent change from y to x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,5,÷,right,blue,%,percent: (y × x) ÷ 100,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,◄ (left-shift key),none,,◄ (left-shift key),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,4,none,,4,digit 4,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,4,left,yellow,→lb,converts kilograms to pounds,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,4,right,blue,→kg,converts pounds to kilograms,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,4,alpha,,U,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,5,none,,5,digit 5,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,5,left,yellow,→MILE,converts kilometres to miles,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,5,right,blue,→KM,converts miles to kilometres,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,5,alpha,,V,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,6,none,,6,digit 6,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,6,left,yellow,→in,converts centimetres to inches,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,6,right,blue,→cm,converts inches to centimetres,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,6,alpha,,W,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,×,none,,×,multiplication,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,×,left,yellow,nCr,combinations of n taken r,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,6,×,right,blue,nPr,permutations of n taken r,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,► (right-shift key),none,,► (right-shift key),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,1,none,,1,digit 1,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,1,left,yellow,LOGIC,opens the bitwise logic menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,1,right,blue,BASE,opens the number-base selection menu,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,1,alpha,,X,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,2,none,,2,digit 2,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,2,left,yellow,→gal,converts litres to gallons,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,2,right,blue,→l,converts gallons to litres,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,2,alpha,,Y,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,3,none,,3,digit 3,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,3,left,yellow,SEED,seeds the random-number generator,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,3,right,blue,RAND,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,3,alpha,,Z,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,−,none,,−,subtraction,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,−,left,yellow,L.R,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,7,−,right,blue,SUMS,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,C,none,,C,sets the maximum fraction denominator,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,C,left,yellow,OFF,turns the calculator off,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,C,right,blue,ON,turns the calculator on,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,0,none,,0,digit 0,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,0,left,yellow,", (comma)",,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,0,right,blue,SPACE,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,0,alpha,,I,imaginary-part separator for entry,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,. (decimal),none,,. (decimal),,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,. (decimal),left,yellow,/c,sets the maximum fraction denominator,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,. (decimal),right,blue,FDISP,toggles fraction-display mode,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,. (decimal),alpha,,J,,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,Σ+,none,,Σ+,"accumulates (x,y) into the stat registers",1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,Σ+,left,yellow,Σ−,"removes (x,y) from the stat registers",1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,Σ+,right,blue,!,factorial (or gamma) of x,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,+,none,,+,addition,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,+,left,yellow,"x̄,ȳ",,1–2,18,,,hp/manuals/HP-35s.pdf
HP-35s,,8,+,right,blue,"S,σ",,1–2,18,,,hp/manuals/HP-35s.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Apps,none,,Apps,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Apps,shift,blue,Info,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Symb,none,,Symb,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Symb,shift,blue,Setup,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Plot,none,,Plot,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Plot,shift,blue,Setup,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Num,none,,Num,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Num,shift,blue,Setup,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Home (house icon),none,,Home (house icon),,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Home (house icon),shift,blue,Settings,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Help,none,,Help,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Help,shift,blue,User,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,View,none,,View,Add a custom entry to the app View menu,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,View,shift,blue,Copy,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Menu,none,,Menu,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Menu,shift,blue,Paste,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Esc,none,,Esc,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Esc,shift,blue,Clear,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,CAS,none,,CAS,Run a function/variable via the CAS,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,CAS,shift,blue,Settings,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,"Upper function area (black bezel, around the rocker wheel)",,Rocker wheel,none,,Rocker wheel,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,Vars,none,,Vars,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,Vars,shift,blue,Chars,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,Vars,alpha,,A,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,[toolbox/box icon],none,,[toolbox/box icon],,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,[toolbox/box icon],shift,blue,Mem,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,[toolbox/box icon],alpha,,B,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,[template icons: fraction/√/matrix],none,,[template icons: fraction/√/matrix],,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,[template icons: fraction/√/matrix],shift,blue,Units,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,[template icons: fraction/√/matrix],alpha,,C,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,x t θ n,none,,x t θ n,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,x t θ n,shift,blue,Define,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,x t θ n,alpha,,D,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,a b/c,none,,a b/c,Toggle last entry between decimal/fraction/mixed,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,a b/c,shift,blue,e i π,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,a b/c,alpha,,E,Insert Euler's number e,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,⌫ (backspace),none,,⌫ (backspace),,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,1,⌫ (backspace),shift,blue,Del,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,2,xʸ,none,,xʸ,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,2,xʸ,shift,blue,√,Square root,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,2,xʸ,alpha,,F,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,2,SIN,none,,SIN,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,2,SIN,shift,blue,ASIN,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
HP-Prime,Main keypad,2,SIN,alpha,,G,,7–8,57–58,379–506; 534–544; 551–559; 576–585; 627–660,,hp/manuals/HP-Prime.pdf
